rating,genre,score,votes,budget,gross,runtime,release_country,release_date,score_bin
6,4,0.1822454509760725,-0.37984762256006344,-0.6861630492403497,-0.43670080894745056,-0.038539119856820375,36,1980-08-15,1
6,4,-0.5342488802974549,-0.36842252839158685,-0.6861630492403497,-0.36902396131870596,-0.20098008869484207,36,1981-02-15,0
6,4,-2.0695938758835846,-0.3765482851269841,-0.6861630492403497,-0.3726427505089252,-0.9048909536596028,36,1980-05-23,0
6,4,0.4893144500932983,-0.377535984868097,-0.6861630492403497,-0.4206577469746375,-0.5258620263708855,36,1980-03-28,1
4,4,0.1822454509760725,-0.3802539103968333,-0.6861630492403497,-0.4326135775978474,-0.038539119856820375,36,1980-08-08,1
6,4,-2.0695938758835846,-0.37757801464431456,-0.6861630492403497,-0.2781835260605053,-0.4717150367582116,36,1980-12-25,0
6,0,0.38695811705422334,-0.38012081610547765,-0.6861630492403497,-0.3151934410612955,-0.9048909536596028,36,1982-07-09,1
4,0,2.127015778718504,5.957759288623263,0.11442113131519616,3.848528576286839,0.5029307762699187,36,1981-06-12,2
6,5,1.1034524483277508,-0.15757315103343494,-0.6861630492403497,-0.18061287304261928,0.39463679704457083,36,1981-08-28,2
6,4,1.2058087813668257,0.2977494246569263,-0.24139406004282418,-0.10781376562334104,-0.4717150367582116,36,1981-08-21,2
6,0,0.8987397822495999,0.5359181565564999,-0.41930165572183437,-0.16755428660512836,-0.3634210575328638,36,1981-07-10,2
2,10,1.2058087813668257,0.9632208814351466,-0.6705961346184363,-0.4130026486095098,-1.1214789121102984,36,1983-04-15,2
6,4,-0.12482354814115326,-0.10153344941000586,-0.5749708019409683,0.7800237659366979,-0.6341560055962333,36,1982-03-19,1
6,5,1.1034524483277508,-0.052498710489505426,0.11442113131519616,-0.3134118036766786,0.12390184898120132,36,1981-07-24,2
4,0,0.5916707831323742,-0.08752352400414859,-0.019009565444061478,0.006969815850451748,0.6653717451079403,36,1981-06-12,2
6,1,1.1034524483277508,0.03156084194563819,-0.19691716112307164,-0.06044030706568318,1.856605516586766,36,1981-04-10,2
